userId,itemId,rating
143,858,3.0
143,1961,4.0
167,296,4.5
283,480,5.0
283,587,4.5
283,2762,4.0
793,1909,3.0
793,2023,4.0
1005,318,4.5
1081,3101,4.0
1290,292,2.0
1290,527,5.0
1290,3578,3.0
1427,2023,4.0
1625,111,3.0
1625,150,4.0
1625,153,4.0
1625,160,4.0
1625,161,5.0
1625,165,5.0
1625,185,4.0
1625,231,5.0
1625,253,1.0
1625,288,3.0
1625,292,3.0
1625,296,4.0
1625,316,5.0
1625,329,5.0
1625,339,4.0
1625,344,5.0
1625,349,4.0
1625,380,4.0
1625,434,4.0
1625,454,5.0
1625,457,3.0
1625,588,2.0
1625,590,3.0
1625,592,4.0
1625,593,5.0
1625,595,3.0
1710,5,3.0
1710,196,4.5
1710,552,1.5
1710,596,2.0
1710,1358,2.0
1710,1376,1.0
1710,2321,1.5
1710,3175,5.0
1921,541,4.5
1921,593,4.5
1921,4993,4.5
1921,8368,2.5
1921,8665,5.0
2011,858,5.0
2097,17,4.0
2097,1968,4.0
2207,2,3.0
2207,11,4.0
2207,17,4.0
2207,21,4.0
2207,95,3.0
2207,608,4.0
2303,150,4.0
2303,296,1.5
2303,750,5.0
2303,4973,5.0
2430,552,4.0
2430,1266,4.0
2462,342,5.0
2462,805,5.0
2462,1266,3.0
2462,1358,2.0
2462,2890,3.0
2670,364,5.0
2670,1721,5.0
2670,4896,3.5
2670,58559,3.5
2934,16,3.0
2934,21,3.0
2934,110,2.0
2934,111,4.0
2934,253,3.0
2934,288,3.0
2934,293,2.0
2934,296,3.0
2934,364,1.0
2934,410,3.0
2934,434,2.0
2934,457,3.0
2934,509,4.0
2934,527,3.0
2934,590,3.0
2934,592,3.0
2934,593,3.0
3123,111,5.0
3123,480,2.0
3123,832,1.0
3123,2023,5.0
3263,2,2.0
3263,595,4.0
3263,1961,4.0
3263,2324,5.0
3263,2671,3.0
3426,1729,4.0
3583,6934,4.0
3691,318,5.0
3691,527,5.0
3691,1954,3.0
3691,2028,4.0
3691,3578,4.0
4102,58,4.0
4102,145,3.0
4102,165,2.0
4102,173,2.5
4102,186,3.5
4102,236,3.5
4102,253,4.0
4102,288,3.5
4102,318,5.0
4102,344,1.5
4102,364,4.0
4102,434,2.5
4102,539,3.0
4102,587,3.5
4102,588,3.5
4102,593,4.0
4102,594,4.0
4102,595,4.0
4102,596,3.0
4102,653,3.5
4102,750,3.0
4102,788,2.0
4102,919,4.0
4102,1259,5.0
4102,1380,4.0
4102,1408,5.0
4102,1485,3.5
4102,1610,3.0
4102,1676,3.0
4102,1732,5.0
4102,1954,3.0
4102,2001,2.0
4102,2011,1.5
4102,2054,3.0
4102,2100,3.5
4102,2657,5.0
4102,2692,4.5
4102,3101,3.5
4102,3176,4.0
4102,4034,4.5
4171,910,3.5
4171,2005,4.0
4171,2701,0.5
4494,111,3.5
4494,223,4.0
4494,260,4.5
4494,296,3.5
4494,608,4.0
4494,750,4.5
4494,778,4.0
4494,858,5.0
4494,912,5.0
4494,919,4.0
4494,1247,4.5
4494,1265,4.5
4494,1732,4.5
4494,2291,4.0
4494,2395,4.5
4494,2502,3.0
4494,2692,4.5
4494,2791,4.5
4494,3033,3.5
4494,4226,4.5
4494,4886,3.5
4494,4973,4.5
4494,4979,5.0
4494,4993,4.0
4494,44191,3.5
4494,46578,5.0
4691,17,4.0
4691,58,5.0
4691,62,4.0
4691,104,4.0
4691,260,3.0
4691,608,4.0
4691,648,3.0
4691,780,3.0
4691,802,4.0
4716,318,5.0
5044,318,5.0
5044,858,5.0
5044,1961,3.0
5044,2023,3.0
5044,2302,5.0
6045,8368,5.0
6045,46578,5.0
6090,110,5.0
6090,150,5.0
6090,161,3.0
6090,185,3.0
6090,253,3.0
6090,288,3.0
6090,292,4.0
6090,296,5.0
6090,339,3.0
6090,349,3.0
6090,380,3.0
6090,457,4.0
6090,588,3.0
6090,590,4.0
6090,592,3.0
6090,593,4.0
6267,1278,3.5
6656,296,4.5
6656,2006,1.0
7153,318,4.5
7153,58559,5.0
7153,68954,4.0
7255,17,5.0
7255,25,5.0
7255,58,5.0
7255,111,5.0
7255,141,4.0
7255,265,3.0
7255,300,4.0
7255,497,5.0
7255,509,5.0
7255,527,4.0
7255,551,5.0
7255,588,5.0
7255,590,4.0
7255,745,5.0
7255,778,4.0
7326,288,1.0
7326,1961,4.0
7393,858,4.0
7393,919,4.0
7681,805,3.0
7681,1250,4.5
7681,2699,2.5
7681,2890,3.5
7681,6934,4.0
7807,1282,2.0
8232,235,3.0
8232,910,4.0
8232,1265,4.0
8232,1278,5.0
8232,1394,4.0
8232,1641,4.0
8232,3052,4.0
8232,5060,4.0
8250,750,5.0
8250,912,5.0
8250,924,5.0
8285,110,5.0
8285,260,5.0
8285,296,5.0
8285,318,5.0
8285,527,4.5
8285,541,5.0
8285,593,5.0
8285,858,5.0
8285,2959,5.0
8285,3578,5.0
8285,4993,5.0
8285,8665,3.0
8285,44191,5.0
8285,58559,5.0
8285,74458,5.0
8344,253,4.0
8344,296,4.0
8344,318,4.0
8344,593,5.0
8344,750,1.5
8344,858,4.5
8344,903,5.0
8344,1645,5.0
8344,1682,3.5
8344,2019,3.0
8344,2762,3.5
8344,2959,4.0
8344,3578,5.0
8344,4226,4.5
8344,4886,4.0
8344,5995,3.0
8344,6016,2.0
8344,8961,4.0
8344,68954,5.0
8393,110,4.0
8834,25,4.0
8834,150,5.0
8834,165,5.0
8834,185,5.0
8834,260,5.0
8834,288,5.0
8834,292,4.0
8834,318,5.0
8834,349,5.0
8834,364,5.0
8834,377,5.0
8834,434,4.0
8834,454,5.0
8834,480,5.0
8834,500,5.0
8834,597,5.0
8834,780,5.0
8834,788,4.0
8834,832,5.0
8834,858,5.0
8834,1092,5.0
8834,1250,5.0
8834,1358,4.0
8834,1370,5.0
8834,1393,4.0
8834,1396,5.0
8834,1552,5.0
8834,1580,5.0
8834,1610,5.0
8834,1645,4.0
8834,1676,4.0
8834,1682,5.0
8834,1690,4.0
8834,1721,5.0
8834,2006,5.0
8834,2023,4.0
8834,2028,5.0
8834,2302,4.0
8834,2355,5.0
8834,2762,5.0
8834,2890,5.0
8834,2959,4.0
8834,3114,4.0
8947,5,4.0
8947,920,5.0
8975,339,4.0
8975,597,2.5
8975,1265,3.5
8975,1393,4.0
8975,1923,2.5
8975,4995,3.0
9154,594,4.0
9312,1917,5.0
9512,858,4.5
9512,1676,4.0
9512,3052,3.5
9512,58559,4.5
9562,1407,5.0
9562,1608,3.0
9562,1639,5.0
9562,1641,5.0
9562,1673,4.0
9562,1721,5.0
9562,1777,4.0
9966,318,4.5
9966,2028,5.0
9976,110,5.0
9976,150,4.0
9976,153,2.0
9976,161,4.0
9976,231,3.0
9976,253,3.0
9976,292,3.0
9976,296,5.0
9976,300,5.0
9976,316,2.0
9976,318,4.0
9976,344,4.0
9976,349,4.0
9976,364,3.0
9976,380,3.0
9976,457,4.0
9976,480,4.0
9976,588,4.0
9976,592,3.0
9976,593,4.0
10097,110,2.0
10097,165,3.0
10097,185,3.0
10097,231,3.0
10097,292,4.0
10097,344,2.0
10097,364,5.0
10097,377,5.0
10097,434,3.0
10097,454,3.0
10097,457,4.0
10097,480,3.0
10097,587,3.0
10097,588,5.0
10097,590,3.0
10097,595,5.0
10097,597,3.0
10114,70,3.5
10114,168,3.5
10114,329,4.0
10114,364,4.0
10114,552,4.0
10114,588,4.0
10114,858,4.5
10114,1089,3.0
10114,1374,3.5
10114,1376,4.5
10114,1645,3.5
10114,1997,3.0
10114,2959,4.5
10114,3176,3.0
10114,4226,4.5
10114,5816,3.0
10227,5,3.0
10227,11,4.0
10227,62,5.0
10227,104,3.0
10227,141,5.0
10227,150,5.0
10227,153,5.0
10227,185,4.0
10227,186,3.0
10227,236,3.0
10227,292,4.0
10227,317,3.0
10227,337,5.0
10227,339,3.0
10227,344,2.0
10227,364,4.0
10227,377,5.0
10227,410,3.0
10227,435,3.0
10227,457,4.0
10227,480,3.0
10227,497,5.0
10227,500,4.0
10227,539,4.0
10227,551,3.0
10227,552,4.0
10227,586,3.0
10227,588,4.0
10227,592,4.0
10227,595,3.0
10227,708,4.0
10227,780,4.0
10227,1073,4.0
10386,296,4.5
10386,593,4.5
10386,2324,4.5
10386,2692,4.5
10386,2762,4.5
10386,2959,5.0
10386,4226,5.0
10386,4993,4.5
10386,58559,4.5
10513,3527,3.0
10513,4226,5.0
10513,58559,4.5
10734,260,1.0
10785,1407,4.0
10785,1584,3.0
10797,596,1.5
10797,910,2.0
10797,1376,0.5
11082,858,5.0
11094,318,4.5
11202,1639,5.0
11225,480,4.0
11225,593,4.5
11256,158,3.5
11256,1250,3.5
11256,1376,4.5
11256,1380,4.0
11256,1408,3.5
11256,1485,5.0
11256,2054,2.5
11256,2302,4.0
11256,2657,5.0
11256,2692,5.0
11256,2699,1.0
11275,8665,1.0
11303,110,3.0
11303,111,4.0
11303,161,3.0
11303,260,5.0
11303,293,5.0
11303,296,5.0
11303,318,5.0
11303,541,4.0
11303,593,4.5
11303,608,4.0
11303,805,4.5
11303,858,5.0
11303,903,4.0
11303,1089,5.0
11303,1213,5.0
11303,1285,3.5
11303,2028,4.0
11303,2762,3.5
11303,2959,5.0
11303,4011,4.5
11303,4226,5.0
11303,4993,4.0
11303,58559,3.5
11385,377,4.0
11386,111,5.0
11402,2762,4.0
11613,318,4.0
11613,593,3.5
11613,1485,3.0
11613,1641,3.5
11613,1721,5.0
11613,2324,4.0
11613,5995,4.0
11613,46578,5.0
11613,68954,4.0
11613,74458,4.0
11625,2,4.0
11625,17,4.0
11625,95,5.0
11625,150,3.0
11625,153,4.0
11625,165,5.0
11625,225,4.0
11625,235,4.0
11625,253,5.0
11625,265,4.0
11625,266,4.0
11625,296,5.0
11625,300,4.0
11625,318,5.0
11625,339,3.0
11625,344,3.0
11625,349,3.0
11625,377,4.0
11625,380,5.0
11625,454,3.0
11625,457,5.0
11625,480,4.0
11625,527,5.0
11625,551,5.0
11625,553,4.0
11625,588,3.0
11625,590,5.0
11625,592,5.0
11625,593,5.0
11625,595,3.0
11625,648,4.0
11625,786,5.0
11684,1721,4.0
11684,2028,5.0
11684,2762,5.0
11947,260,4.0
11947,586,4.0
11947,590,1.0
11947,648,3.0
11947,912,5.0
11947,924,2.0
11980,350,3.0
11980,1961,4.0
12090,260,4.5
12090,293,4.0
12090,296,4.5
12090,318,4.0
12090,608,4.0
12090,858,2.5
12090,1089,4.0
12090,1246,4.5
12090,1732,4.5
12090,2657,4.5
12090,2959,4.5
12090,4226,3.0
12090,5618,4.5
12164,110,3.0
12164,150,4.0
12164,161,3.0
12164,165,3.0
12164,185,5.0
12164,231,3.0
12164,253,5.0
12164,288,3.0
12164,300,3.0
12164,339,3.0
12164,344,4.0
12164,349,3.0
12164,380,5.0
12164,410,3.0
12164,434,3.0
12164,457,3.0
12164,588,3.0
12164,595,3.0
12234,1282,2.0
12305,2,4.0
12305,260,1.0
12305,316,3.0
12305,344,3.5
12305,527,5.0
12305,788,2.0
12305,1544,5.0
12305,1682,4.5
12305,1721,5.0
12305,1997,3.5
12305,2012,4.5
12305,2355,4.5
12305,2959,5.0
12305,3578,5.0
12305,4993,4.0
12305,4995,5.0
12305,5816,3.5
12305,5995,5.0
12305,6934,5.0
12305,8368,4.0
12305,40815,3.5
12305,44191,5.0
12406,318,5.0
12406,750,4.0
12406,912,3.5
12406,58559,4.0
12482,2,3.0
12482,3,2.5
12482,5,3.0
12482,6,3.0
12482,11,2.5
12482,16,3.5
12482,19,3.0
12482,21,3.0
12482,25,3.0
12482,70,3.5
12482,95,3.0
12482,104,3.0
12482,110,3.5
12482,141,3.0
12482,145,3.0
12482,150,3.5
12482,153,3.0
12482,161,3.5
12482,163,3.5
12482,165,3.0
12482,168,3.0
12482,172,3.0
12482,173,3.0
12482,185,3.0
12482,186,3.0
12482,196,2.5
12482,231,3.0
12482,236,3.0
12482,260,3.0
12482,288,4.0
12482,292,3.5
12482,293,3.5
12482,296,4.0
12482,316,3.0
12482,317,3.0
12482,318,5.0
12482,333,3.5
12482,337,3.0
12482,339,3.0
12482,342,3.0
12482,344,3.0
12482,350,3.0
12482,364,2.5
12482,377,3.0
12482,380,3.5
12482,410,3.0
12482,434,3.0
12482,435,3.0
12482,440,3.0
12482,442,2.5
12482,454,3.5
12482,457,3.5
12482,466,3.5
12482,480,3.0
12482,500,2.5
12482,508,3.0
12482,509,2.5
12482,527,4.0
12482,539,3.5
12482,543,2.5
12482,552,2.5
12482,553,3.0
12482,586,3.0
12482,587,3.0
12482,588,2.0
12482,590,2.5
12482,592,3.5
12482,593,3.0
12482,594,2.5
12482,595,3.0
12482,597,3.5
12482,608,3.5
12482,648,3.0
12482,653,3.5
12482,745,5.0
12482,778,3.5
12482,780,3.5
12482,784,3.0
12482,786,2.5
12482,788,3.0
12482,802,3.0
12482,832,2.5
12482,858,3.0
12482,910,2.5
12482,919,2.5
12482,1089,3.5
12482,1092,3.0
12482,1127,3.0
12482,1213,3.5
12482,1246,4.5
12482,1250,4.0
12482,1259,4.0
12482,1265,4.0
12482,1266,3.0
12482,1282,3.0
12482,1370,3.0
12482,1377,3.5
12482,1380,2.5
12482,1387,3.0
12482,1391,3.0
12482,1393,3.0
12482,1396,4.5
12482,1407,3.0
12482,1408,3.0
12482,1485,3.0
12482,1544,3.0
12482,1552,3.0
12482,1573,3.0
12482,1580,3.0
12482,1584,3.5
12482,1608,2.5
12482,1610,3.5
12482,1639,4.0
12482,1641,4.0
12482,1645,4.0
12482,1673,4.0
12482,1676,4.0
12482,1682,3.5
12482,1690,3.0
12482,1721,3.5
12482,1722,3.0
12482,1729,3.5
12482,1732,3.5
12482,1777,3.5
12482,1909,3.0
12482,1917,3.0
12482,1923,4.0
12482,1954,3.0
12482,1961,3.5
12482,1968,4.0
12482,2000,3.0
12482,2001,3.0
12482,2003,3.0
12482,2005,3.5
12482,2011,3.0
12482,2012,3.0
12482,2028,4.0
12482,2054,2.5
12482,2115,3.0
12482,2291,3.5
12482,2302,3.0
12482,2355,3.5
12482,2502,4.5
12482,2617,3.0
12482,2640,3.0
12482,2671,3.5
12482,2699,3.0
12482,2701,3.0
12482,2762,3.5
12482,2791,3.0
12482,2890,4.0
12482,2959,5.0
12482,3033,3.0
12482,3052,4.5
12482,3081,3.0
12482,3101,3.0
12482,3114,3.0
12482,3176,4.0
12482,3418,3.5
12482,3527,3.0
12482,3578,4.0
12482,4011,4.0
12482,4025,3.0
12482,4034,4.0
12482,4226,4.5
12482,4886,4.0
12482,4896,3.5
12482,4973,4.5
12482,4979,3.0
12482,4993,4.5
12482,4995,4.0
12482,5816,3.0
12482,6373,3.5
12482,6934,3.5
12482,8368,3.0
12482,8665,3.0
12482,8874,4.0
12482,8961,3.5
